filepath,target_class,fold
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\164106227_1679475523127_640x480 - Copie - Copie - Copie.jpg,Alternaria_D,0
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\164223088_1677336448457_640x480 - Copie - Copie - Copie.jpg,Alternaria_D,3
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\165954264_1679308403540_640x480 - Copie - Copie - Copie.jpg,Alternaria_D,0
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\166009208_1678184208726_640x480 - Copie - Copie - Copie.jpg,Alternaria_D,3
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\166081085_1678188261369_640x480 - Copie - Copie - Copie.jpg,Alternaria_D,3
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\166230600_1677152573190_640x480 - Copie - Copie - Copie.jpg,Alternaria_D,2
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\166292878_1676554216729_640x480 - Copie - Copie - Copie.jpg,Alternaria_D,3
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\166302997_1679397366656_640x480 - Copie - Copie - Copie.jpg,Alternaria_D,2
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\166868341_1677148581056_640x480 - Copie - Copie - Copie.jpg,Alternaria_D,4
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\166938559_1677142369781(2)_640x360 - Copie - Copie - Copie.jpg,Alternaria_D,0
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\1681540040_1660843364282-6KmG3F.jpg,Alternaria_D,1
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\1681540040_1660843364282.jpg,Alternaria_D,3
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\168878032_1678727088580_640x480 - Copie - Copie - Copie.jpg,Alternaria_D,4
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\169221556_1675676844200_640x480 - Copie - Copie - Copie.jpg,Alternaria_D,0
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\169834974_1678439195674_640x480 - Copie - Copie - Copie.jpg,Alternaria_D,4
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\170233135_1679480268132_640x480 - Copie - Copie - Copie.jpg,Alternaria_D,2
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\170323372_1677147436385_640x480 - Copie - Copie - Copie.jpg,Alternaria_D,4
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\171669415_1674647208232_640x480 - Copie - Copie - Copie.jpg,Alternaria_D,0
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\17200712_1677149275058_640x480 - Copie - Copie - Copie.jpg,Alternaria_D,1
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\1727945858_1660839941040-WNzi3M.jpg,Alternaria_D,0
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\1727945858_1660839941040.jpg,Alternaria_D,3
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\173589751_1677151281411_640x360 - Copie - Copie - Copie.jpg,Alternaria_D,3
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\17655926_1666176253248_640x480 - Copie - Copie - Copie.jpg,Alternaria_D,4
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\178742784_1677144943062_640x480 - Copie - Copie - Copie.jpg,Alternaria_D,1
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\178946710_1677147465727_640x480 - Copie - Copie - Copie.jpg,Alternaria_D,0
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\179873085_1678873629423_640x480 - Copie - Copie - Copie.jpg,Alternaria_D,0
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\180914075_1675767908908_640x480 - Copie - Copie - Copie.jpg,Alternaria_D,3
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\182065766_1677145888728_640x360 - Copie - Copie - Copie.jpg,Alternaria_D,2
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\1825574356_1660843165978-xzOYyK.jpg,Alternaria_D,4
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\1825574356_1660843165978.jpg,Alternaria_D,4
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\182748031_1678358406596_640x480 - Copie - Copie - Copie.jpg,Alternaria_D,4
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\183154059_1677153641162_640x480 - Copie - Copie - Copie.jpg,Alternaria_D,0
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\183793710_1677512586252_640x480 - Copie - Copie - Copie.jpg,Alternaria_D,2
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\184135629_1678436845636_640x480 - Copie - Copie - Copie.jpg,Alternaria_D,2
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\185185073_1677144310399_640x360 - Copie - Copie - Copie.jpg,Alternaria_D,2
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\185301156_1677748674603_640x480 - Copie - Copie - Copie.jpg,Alternaria_D,1
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\186137932_1674647267380_640x480 - Copie - Copie - Copie.jpg,Alternaria_D,2
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\18634549_1674648014446_640x480 - Copie - Copie - Copie.jpg,Alternaria_D,0
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\186592696_1674647328021_640x480 - Copie - Copie - Copie.jpg,Alternaria_D,1
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\187274422_1678177924567_640x480 - Copie - Copie - Copie.jpg,Alternaria_D,2
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\1874648_1677144966570_640x360 - Copie - Copie - Copie.jpg,Alternaria_D,2
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\189208306_1679481003052_640x480 - Copie - Copie - Copie.jpg,Alternaria_D,2
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\19062474_1678186367421_640x480 - Copie - Copie - Copie.jpg,Alternaria_D,4
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\191469546_1677145524546_640x480 - Copie - Copie - Copie.jpg,Alternaria_D,2
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\19251732_1678177158679_640x480 - Copie - Copie - Copie.jpg,Alternaria_D,3
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\193099528_1674647476913_640x480 - Copie - Copie - Copie.jpg,Alternaria_D,1
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\194182733_1679481015096_640x480 - Copie - Copie - Copie.jpg,Alternaria_D,1
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\194198987_1677336612696_640x480 - Copie - Copie - Copie.jpg,Alternaria_D,2
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\1948387658_1660839997154-gZl52p.jpg,Alternaria_D,3
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\1948387658_1660839997154.jpg,Alternaria_D,3
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\195745974_1678439229918_640x480 - Copie - Copie - Copie.jpg,Alternaria_D,3
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\196013390_1679046366164_640x360 - Copie - Copie - Copie.jpg,Alternaria_D,4
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\196271042_1677151785233_640x480 - Copie - Copie - Copie.jpg,Alternaria_D,4
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\196359964_1666256321290_640x480 - Copie - Copie - Copie.jpg,Alternaria_D,3
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\196907644_1678183431185_640x480 - Copie - Copie - Copie.jpg,Alternaria_D,0
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\197388426_1678182360145_640x480 - Copie - Copie - Copie.jpg,Alternaria_D,0
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\197846153_1678178097855_640x480 - Copie - Copie - Copie.jpg,Alternaria_D,1
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\1978999170_1661855091792-RTzd2N.jpg,Alternaria_D,2
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\1978999170_1661855091792.jpg,Alternaria_D,0
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\198549043_1678176229613_640x480 - Copie - Copie - Copie.jpg,Alternaria_D,0
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\199190959_1678357371664_640x480 - Copie - Copie - Copie.jpg,Alternaria_D,4
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\201120221_1680086684113_640x480 - Copie - Copie - Copie.jpg,Alternaria_D,1
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\201379697_1679479801154_640x480 - Copie - Copie - Copie-Ultgbt.jpg,Alternaria_D,2
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\201379697_1679479801154_640x480 - Copie - Copie - Copie.jpg,Alternaria_D,1
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\201454353_1681378348196_640x480 - Copie - Copie - Copie-AB5rR9.jpg,Alternaria_D,0
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\201454353_1681378348196_640x480 - Copie - Copie - Copie.jpg,Alternaria_D,2
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\201707481_1678439638697_640x480 - Copie - Copie - Copie-2cBGdt.jpg,Alternaria_D,0
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\201707481_1678439638697_640x480 - Copie - Copie - Copie.jpg,Alternaria_D,1
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\202646345_1679306512086_640x480 - Copie - Copie - Copie-7dKokZ.jpg,Alternaria_D,0
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\202646345_1679306512086_640x480 - Copie - Copie - Copie.jpg,Alternaria_D,4
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\203783032_1677144974662_640x360 - Copie - Copie - Copie-hwOEJf.jpg,Alternaria_D,0
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\203783032_1677144974662_640x360 - Copie - Copie - Copie.jpg,Alternaria_D,2
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\203970919_1674643968719_640x480 - Copie - Copie - Copie-vx3cqn.jpg,Alternaria_D,4
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\203970919_1674643968719_640x480 - Copie - Copie - Copie.jpg,Alternaria_D,4
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\204344506_1680628278945_640x480 - Copie - Copie - Copie-sdScbv.jpg,Alternaria_D,4
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\204344506_1680628278945_640x480 - Copie - Copie - Copie.jpg,Alternaria_D,2
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\204375674_1670934811267_640x480 - Copie - Copie - Copie-YGRhtR.jpg,Alternaria_D,4
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\204375674_1670934811267_640x480 - Copie - Copie - Copie.jpg,Alternaria_D,0
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\205561371_1678191072850_640x480 - Copie - Copie - Copie-YfP1H6.jpg,Alternaria_D,1
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\205561371_1678191072850_640x480 - Copie - Copie - Copie.jpg,Alternaria_D,0
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\206338330_1677148566588_640x480 - Copie - Copie - Copie-ekXs2l.jpg,Alternaria_D,3
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\206338330_1677148566588_640x480 - Copie - Copie - Copie.jpg,Alternaria_D,2
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\206678609_1675676003540_640x480 - Copie - Copie - Copie-YYtkRJ.jpg,Alternaria_D,1
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\206678609_1675676003540_640x480 - Copie - Copie - Copie.jpg,Alternaria_D,3
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\20722912_1678438224751_640x480 - Copie - Copie - Copie.jpg,Alternaria_D,1
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\208813082_1678788298987_640x480 - Copie - Copie - Copie-oWvce3.jpg,Alternaria_D,0
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\208813082_1678788298987_640x480 - Copie - Copie - Copie.jpg,Alternaria_D,3
C:\Users\krsan\Desktop\crop\dataset onion\onion datasets\Alternaria_D\209522186_1677751291389_640x480 - Copie - Copie - Copie-Lvs72W.jpg,Alternaria_D,0
