filepath,target_class,fold
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy148_.jpg,healthy,0
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy149_.jpg,healthy,3
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy14_.jpg,healthy,0
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy150_.jpg,healthy,1
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy151_.jpg,healthy,2
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy152_.jpg,healthy,1
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy153_.jpg,healthy,4
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy154_.jpg,healthy,3
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy155_.jpg,healthy,4
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy156_.jpg,healthy,3
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy157_.jpg,healthy,3
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy158_.jpg,healthy,4
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy159_.jpg,healthy,0
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy15_.jpg,healthy,4
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy160_.jpg,healthy,2
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy161_.jpg,healthy,2
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy162_.jpg,healthy,4
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy163_.jpg,healthy,2
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy164_.jpg,healthy,2
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy165_.jpg,healthy,3
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy166_.jpg,healthy,1
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy167_.jpg,healthy,4
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy168_.jpg,healthy,1
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy169_.jpg,healthy,0
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy16_.jpg,healthy,1
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy170_.jpg,healthy,0
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy171_.jpg,healthy,1
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy172_.jpg,healthy,3
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy173_.jpg,healthy,2
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy174_.jpg,healthy,2
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy175_.jpg,healthy,4
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy176_.jpg,healthy,1
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy177_.jpg,healthy,0
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy178_.jpg,healthy,1
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy179_.jpg,healthy,1
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy17_.jpg,healthy,4
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy180_.jpg,healthy,4
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy181_.jpg,healthy,2
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy182_.jpg,healthy,1
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy183_.jpg,healthy,1
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy184_.jpg,healthy,4
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy185_.jpg,healthy,4
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy186_.jpg,healthy,4
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy187_.jpg,healthy,0
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy188_.jpg,healthy,1
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy189_.jpg,healthy,4
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy18_.jpg,healthy,2
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy190_.jpg,healthy,4
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy191_.jpg,healthy,1
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy192_.jpg,healthy,4
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy193_.jpg,healthy,0
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy194_.jpg,healthy,4
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy195_.jpg,healthy,1
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy196_.jpg,healthy,0
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy197_.jpg,healthy,4
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy198_.jpg,healthy,3
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy199_.jpg,healthy,4
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy19_.jpg,healthy,3
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy200_.jpg,healthy,3
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy201_.jpg,healthy,1
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy202_.jpg,healthy,1
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy203_.jpg,healthy,2
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy204_.jpg,healthy,1
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy205_.jpg,healthy,0
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy206_.jpg,healthy,2
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy207_.jpg,healthy,4
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy208_.jpg,healthy,1
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy209_.jpg,healthy,4
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy20_.jpg,healthy,4
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy210_.jpg,healthy,0
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy211_.jpg,healthy,1
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy212_.jpg,healthy,1
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy213_.jpg,healthy,3
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy214_.jpg,healthy,0
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy215_.jpg,healthy,2
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy216_.jpg,healthy,4
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy217_.jpg,healthy,1
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy218_.jpg,healthy,3
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy219_.jpg,healthy,4
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy21_.jpg,healthy,1
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy220_.jpg,healthy,4
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy221_.jpg,healthy,1
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy222_.jpg,healthy,2
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy223_.jpg,healthy,3
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy224_.jpg,healthy,0
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy225_.jpg,healthy,2
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy226_.jpg,healthy,3
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy227_.jpg,healthy,0
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy228_.jpg,healthy,4
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy229_.jpg,healthy,1
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy22_.jpg,healthy,3
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy230_.jpg,healthy,0
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy231_.jpg,healthy,3
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy232_.jpg,healthy,2
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy233_.jpg,healthy,2
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy234_.jpg,healthy,0
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy235_.jpg,healthy,0
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy236_.jpg,healthy,4
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy237_.jpg,healthy,1
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy238_.jpg,healthy,2
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy239_.jpg,healthy,3
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy23_.jpg,healthy,3
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy240_.jpg,healthy,2
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy241_.jpg,healthy,4
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy242_.jpg,healthy,1
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy243_.jpg,healthy,2
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy244_.jpg,healthy,0
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy245_.jpg,healthy,3
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy246_.jpg,healthy,4
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy247_.jpg,healthy,3
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy248_.jpg,healthy,4
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy249_.jpg,healthy,2
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy24_.jpg,healthy,1
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy250_.jpg,healthy,4
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy251_.jpg,healthy,4
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy252_.jpg,healthy,2
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy253_.jpg,healthy,0
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy254_.jpg,healthy,0
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy255_.jpg,healthy,3
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy256_.jpg,healthy,3
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy257_.jpg,healthy,4
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy258_.jpg,healthy,2
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy259_.jpg,healthy,1
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy25_.jpg,healthy,0
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy260_.jpg,healthy,0
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy261_.jpg,healthy,1
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy262_.jpg,healthy,1
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy263_.jpg,healthy,0
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy264_.jpg,healthy,1
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy265_.jpg,healthy,1
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy266_.jpg,healthy,2
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy267_.jpg,healthy,4
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy268_.jpg,healthy,0
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy269_.jpg,healthy,2
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy26_.jpg,healthy,1
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy270_.jpg,healthy,2
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy271_.jpg,healthy,0
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy272_.jpg,healthy,0
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy273_.jpg,healthy,1
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy274_.jpg,healthy,4
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy275_.jpg,healthy,1
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy276_.jpg,healthy,4
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy277_.jpg,healthy,0
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy278_.jpg,healthy,2
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy279_.jpg,healthy,1
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy27_.jpg,healthy,3
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy280_.jpg,healthy,4
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy281_.jpg,healthy,4
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy282_.jpg,healthy,4
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy283_.jpg,healthy,0
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy284_.jpg,healthy,0
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy285_.jpg,healthy,0
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy286_.jpg,healthy,2
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy287_.jpg,healthy,1
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy288_.jpg,healthy,2
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy289_.jpg,healthy,3
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy28_.jpg,healthy,2
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy290_.jpg,healthy,0
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy291_.jpg,healthy,1
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy292_.jpg,healthy,3
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy293_.jpg,healthy,0
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy294_.jpg,healthy,0
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy295_.jpg,healthy,2
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy296_.jpg,healthy,1
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy297_.jpg,healthy,3
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy298_.jpg,healthy,1
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy299_.jpg,healthy,1
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy29_.jpg,healthy,3
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy2_.jpg,healthy,0
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy300_.jpg,healthy,1
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy301_.jpg,healthy,4
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy302_.jpg,healthy,4
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy303_.jpg,healthy,4
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy304_.jpg,healthy,4
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy305_.jpg,healthy,3
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy306_.jpg,healthy,1
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy307_.jpg,healthy,1
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy308_.jpg,healthy,3
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy309_.jpg,healthy,3
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy30_.jpg,healthy,1
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy311_.jpg,healthy,1
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy315_.jpg,healthy,4
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy316_.jpg,healthy,3
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy317_.jpg,healthy,1
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy318_.jpg,healthy,4
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy319_.jpg,healthy,2
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy31_.jpg,healthy,2
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy320_.jpg,healthy,3
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy321_.jpg,healthy,2
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy322_.jpg,healthy,0
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy323_.jpg,healthy,1
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy324_.jpg,healthy,4
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy325_.jpg,healthy,3
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy326_.jpg,healthy,4
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy327_.jpg,healthy,2
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy328_.jpg,healthy,2
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy329_.jpg,healthy,0
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy32_.jpg,healthy,1
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy330_.jpg,healthy,0
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy331_.jpg,healthy,2
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy332_.jpg,healthy,2
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy333_.jpg,healthy,0
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy334_.jpg,healthy,1
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy335_.jpg,healthy,2
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy336_.jpg,healthy,3
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy337_.jpg,healthy,2
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy338_.jpg,healthy,4
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy33_.jpg,healthy,4
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy341_.jpg,healthy,2
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy344_.jpg,healthy,3
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy345_.jpg,healthy,2
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy346_.jpg,healthy,4
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy347_.jpg,healthy,4
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy348_.jpg,healthy,3
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy349_.jpg,healthy,2
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy34_.jpg,healthy,2
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy350_.jpg,healthy,2
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy351_.jpg,healthy,4
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy352_.jpg,healthy,1
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy353_.jpg,healthy,3
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy354_.jpg,healthy,4
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy355_.jpg,healthy,1
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy356_.jpg,healthy,0
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy357_.jpg,healthy,0
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy358_.jpg,healthy,1
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy359_.jpg,healthy,2
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy35_.jpg,healthy,1
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy360_.jpg,healthy,2
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy361_.jpg,healthy,2
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy380_.jpg,healthy,0
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy381_.jpg,healthy,4
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy382_.jpg,healthy,3
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy383_.jpg,healthy,4
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy384_.jpg,healthy,2
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy385_.jpg,healthy,3
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy386_.jpg,healthy,3
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy387_.jpg,healthy,3
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy388_.jpg,healthy,3
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy389_.jpg,healthy,2
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy38_.jpg,healthy,4
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy390_.jpg,healthy,0
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy391_.jpg,healthy,2
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy392_.jpg,healthy,3
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy393_.jpg,healthy,1
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy394_.jpg,healthy,4
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy395_.jpg,healthy,0
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy396_.jpg,healthy,4
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy397_.jpg,healthy,0
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy398_.jpg,healthy,1
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy399_.jpg,healthy,4
C:\Users\krsan\Desktop\crop\dataset Tomato\healthy\healthy39_.jpg,healthy,0
