image_path,filename,target_class,width,height,channels,mode,fold
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201349.jpg,blurred_IMG_20230630_201349.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,1
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201350.jpg,blurred_IMG_20230630_201350.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,4
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201351.jpg,blurred_IMG_20230630_201351.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,4
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201351_1.jpg,blurred_IMG_20230630_201351_1.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,2
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201352.jpg,blurred_IMG_20230630_201352.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,1
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201353.jpg,blurred_IMG_20230630_201353.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,3
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201353_1.jpg,blurred_IMG_20230630_201353_1.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,3
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201354.jpg,blurred_IMG_20230630_201354.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,0
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201355.jpg,blurred_IMG_20230630_201355.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,1
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201355_1.jpg,blurred_IMG_20230630_201355_1.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,1
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201356.jpg,blurred_IMG_20230630_201356.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,4
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201357.jpg,blurred_IMG_20230630_201357.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,0
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201357_1.jpg,blurred_IMG_20230630_201357_1.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,3
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201358.jpg,blurred_IMG_20230630_201358.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,1
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201359.jpg,blurred_IMG_20230630_201359.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,4
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201359_1.jpg,blurred_IMG_20230630_201359_1.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,4
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201400.jpg,blurred_IMG_20230630_201400.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,1
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201412.jpg,blurred_IMG_20230630_201412.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,4
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201413.jpg,blurred_IMG_20230630_201413.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,0
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201414.jpg,blurred_IMG_20230630_201414.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,4
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201415.jpg,blurred_IMG_20230630_201415.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,2
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201415_1.jpg,blurred_IMG_20230630_201415_1.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,3
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201416.jpg,blurred_IMG_20230630_201416.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,0
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201417.jpg,blurred_IMG_20230630_201417.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,3
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201417_1.jpg,blurred_IMG_20230630_201417_1.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,2
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201418.jpg,blurred_IMG_20230630_201418.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,0
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201419.jpg,blurred_IMG_20230630_201419.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,4
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201419_1.jpg,blurred_IMG_20230630_201419_1.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,4
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201420.jpg,blurred_IMG_20230630_201420.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,4
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201421.jpg,blurred_IMG_20230630_201421.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,4
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201421_1.jpg,blurred_IMG_20230630_201421_1.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,1
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201422.jpg,blurred_IMG_20230630_201422.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,1
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201423.jpg,blurred_IMG_20230630_201423.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,4
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201423_1.jpg,blurred_IMG_20230630_201423_1.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,0
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201424.jpg,blurred_IMG_20230630_201424.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,1
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201425.jpg,blurred_IMG_20230630_201425.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,4
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201425_1.jpg,blurred_IMG_20230630_201425_1.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,4
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201426.jpg,blurred_IMG_20230630_201426.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,0
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201427.jpg,blurred_IMG_20230630_201427.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,4
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201427_1.jpg,blurred_IMG_20230630_201427_1.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,2
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201428.jpg,blurred_IMG_20230630_201428.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,1
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201429.jpg,blurred_IMG_20230630_201429.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,4
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201430.jpg,blurred_IMG_20230630_201430.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,4
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201430_1.jpg,blurred_IMG_20230630_201430_1.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,0
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201431.jpg,blurred_IMG_20230630_201431.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,1
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201432.jpg,blurred_IMG_20230630_201432.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,1
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201432_1.jpg,blurred_IMG_20230630_201432_1.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,3
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201433.jpg,blurred_IMG_20230630_201433.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,1
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201434.jpg,blurred_IMG_20230630_201434.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,0
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201434_1.jpg,blurred_IMG_20230630_201434_1.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,0
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201435.jpg,blurred_IMG_20230630_201435.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,4
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201436.jpg,blurred_IMG_20230630_201436.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,1
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201437.jpg,blurred_IMG_20230630_201437.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,3
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201438.jpg,blurred_IMG_20230630_201438.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,1
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201438_1.jpg,blurred_IMG_20230630_201438_1.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,1
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201439.jpg,blurred_IMG_20230630_201439.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,2
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201440.jpg,blurred_IMG_20230630_201440.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,2
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201440_1.jpg,blurred_IMG_20230630_201440_1.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,3
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201441.jpg,blurred_IMG_20230630_201441.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,0
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201442.jpg,blurred_IMG_20230630_201442.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,1
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201443.jpg,blurred_IMG_20230630_201443.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,2
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201443_1.jpg,blurred_IMG_20230630_201443_1.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,3
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201444.jpg,blurred_IMG_20230630_201444.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,0
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201445.jpg,blurred_IMG_20230630_201445.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,1
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201446.jpg,blurred_IMG_20230630_201446.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,0
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201446_1.jpg,blurred_IMG_20230630_201446_1.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,2
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201447.jpg,blurred_IMG_20230630_201447.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,4
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201459.jpg,blurred_IMG_20230630_201459.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,4
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201459_1.jpg,blurred_IMG_20230630_201459_1.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,4
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201500.jpg,blurred_IMG_20230630_201500.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,0
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201501.jpg,blurred_IMG_20230630_201501.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,0
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201501_1.jpg,blurred_IMG_20230630_201501_1.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,0
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201502.jpg,blurred_IMG_20230630_201502.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,0
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201503.jpg,blurred_IMG_20230630_201503.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,3
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201504.jpg,blurred_IMG_20230630_201504.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,3
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201504_1.jpg,blurred_IMG_20230630_201504_1.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,2
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201505.jpg,blurred_IMG_20230630_201505.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,0
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201506.jpg,blurred_IMG_20230630_201506.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,3
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201506_1.jpg,blurred_IMG_20230630_201506_1.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,4
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201507.jpg,blurred_IMG_20230630_201507.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,3
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201508.jpg,blurred_IMG_20230630_201508.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,4
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Canker_Diseases_Leaf_Orange\blurred_IMG_20230630_201508_1.jpg,blurred_IMG_20230630_201508_1.jpg,Citrus_Canker_Diseases_Leaf_Orange,256,256,3,RGB,1
